Event,Event_Original,County,State,Waterbody.Name,Station.Name,WBIC,Site.Seq.No,Swims.Station.Id,Fishkill.Inv.Seq.No,Investigation.Start.Date,Season,Season1,Year,Stream.Miles.or.Lake.Acres.Affected,Cause.Category,Cause.Type,Mortality.Code,Confidence.Of.Cause.Code,Cause.Group,Cause.Detail,Investigation.Start.Month,Min.Kill.Size,Max.Kill.Size,Sunnies,Bluegill,Crappie,Bass,Bullhead,Suckerfish,Trout,Gizzard.Shad,Round.Goby,Cisco,Pike,Snail,Muskies,Walleye,Carp,Freshwater.Drum,Perch,Catfish,Sculpin,Stickleback,Minnow,Bigmouth.Buffalo,Pumpkinseed,Drum,Darter,Dace,Chub,Crayfish,Shorthead.Redhorse,Frogs,Sunfish,Golden.Shiner,Bowfin,Dogfish,Sturgeon,Fish.Species
268,268,MILWAUKEE,WI,BROWN DEER PARK POND,BROWN DEER PARK POND_GENERAL LAKE STATION,19900,122124,10004041,584,7-Apr-08,Summer,Winter,2008,1,NATURAL,ENVIRONMENTAL CONDITION,SELECTIVE,KNOWN,WINTERKILL,DISSOLVED OXYGEN,Apr,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0
269,269,MILWAUKEE,WI,DINEEN PARK POND,DINEEN PARK POND - DINEEN PARK POND,8600,8099506,10007750,575,7-Apr-08,Summer,Winter,2008,1,NATURAL,ENVIRONMENTAL CONDITION,SELECTIVE,KNOWN,WINTERKILL,DISSOLVED OXYGEN,Apr,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0
270,270,MILWAUKEE,WI,ESTABROOK PARK LAGOON,ESTABROOK PARK POND_GENERAL LAKE STATION,8800,22871971,10022900,589,7-Apr-08,Summer,Winter,2008,1,NATURAL,ENVIRONMENTAL CONDITION,SELECTIVE,KNOWN,WINTERKILL,DISSOLVED OXYGEN,Apr,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0
271,271,MILWAUKEE,WI,GREENFIELD PARK POND,GREENFIELD PARK POND,200,104403,104403,79,25-Jan-06,Winter,Winter,2006,8.7,ANTHROPOGENIC,ENVIRONMENTAL CONDITION,SELECTIVE,SUSPECTED,WINTERKILL,DISSOLVED OXYGEN,Jan,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0
272,272,MILWAUKEE,WI,GREENFIELD PARK POND,GREENFIELD PARK POND,200,104432,104432,106,26-Mar-07,Winter,Winter,2007,6.23,NATURAL,ENVIRONMENTAL CONDITION,SELECTIVE,SUSPECTED,WINTERKILL,COMPOUND ENVIRONMENTAL STRESS,Mar,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0
273,273,MILWAUKEE,WI,GREENFIELD PARK POND,GREENFIELD PARK POND,200,104432,104432,595,7-Apr-08,Summer,Winter,2008,1,NATURAL,ENVIRONMENTAL CONDITION,SELECTIVE,KNOWN,WINTERKILL,DISSOLVED OXYGEN,Apr,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0
274,274,MILWAUKEE,WI,GREENFIELD PARK POND,GREENFIELD PARK POND,200,104403,104403,555,7-Apr-08,Summer,Winter,2008,5,NATURAL,ENVIRONMENTAL CONDITION,SELECTIVE,KNOWN,WINTERKILL,DISSOLVED OXYGEN,Apr,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0
275,275,MILWAUKEE,WI,HOLLER PARK POND,HOLLER PARK POND_GENERAL LAKE STATION,9400,110627,10004056,77,19-Jan-06,Winter,Winter,2006,0.3,ANTHROPOGENIC,ENVIRONMENTAL CONDITION,TOTAL,SUSPECTED,WINTERKILL,COMPOUND ENVIRONMENTAL STRESS,Jan,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0
277,277,MILWAUKEE,WI,HUMBOLDT PARK POND,HUMBOLDT PARK POND_GENERAL LAKE STATION,9700,110701,10004023,563,9-Apr-08,Summer,Winter,2008,1,NATURAL,ENVIRONMENTAL CONDITION,SELECTIVE,KNOWN,WINTERKILL,DISSOLVED OXYGEN,Apr,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0
279,279,MILWAUKEE,WI,KOSCIUSZKO PARK POND,KOSCIUSZKO PARK POND,10000,104402,104402,78,25-Jan-06,Winter,Winter,2006,3.4,ANTHROPOGENIC,ENVIRONMENTAL CONDITION,SELECTIVE,SUSPECTED,WINTERKILL,DISSOLVED OXYGEN,Jan,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0
281,281,MILWAUKEE,WI,MCCARTY PARK POND,MCCARTY PARK POND_GENERAL LAKE STATION,16600,22871963,10022899,600,10-Apr-08,Summer,Winter,2008,1,NATURAL,ENVIRONMENTAL CONDITION,SELECTIVE,KNOWN,WINTERKILL,DISSOLVED OXYGEN,Apr,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0
282,282,MILWAUKEE,WI,MCGOVERN PARK POND,MCGOVERN PARK POND_GENERAL LAKE STATION,10300,22871984,10022901,605,10-Apr-08,Summer,Winter,2008,1,NATURAL,ENVIRONMENTAL CONDITION,SELECTIVE,KNOWN,WINTERKILL,DISSOLVED OXYGEN,Apr,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0
284,284,MILWAUKEE,WI,MITCHELL PARK POND,MITCHELL PARK POND - MITCHELL PARK POND,10500,8407089,10007834,76,17-Jan-06,Winter,Winter,2006,2.3,ANTHROPOGENIC,ENVIRONMENTAL CONDITION,TOTAL,SUSPECTED,WINTERKILL,COMPOUND ENVIRONMENTAL STRESS,Jan,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0
285,285,MILWAUKEE,WI,MITCHELL PARK POND,MITCHELL PARK POND - MITCHELL PARK POND,10500,8407089,10007834,613,7-Apr-08,Summer,Winter,2008,1,NATURAL,ENVIRONMENTAL CONDITION,SELECTIVE,KNOWN,WINTERKILL,DISSOLVED OXYGEN,Apr,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0
288,288,MILWAUKEE,WI,SAVELAND PARK POND,SAVELAND PARK POND,11500,104404,104404,80,31-Jan-06,Winter,Winter,2006,0.4,ANTHROPOGENIC,ENVIRONMENTAL CONDITION,TOTAL,SUSPECTED,WINTERKILL,DISSOLVED OXYGEN,Jan,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0
289,289,MILWAUKEE,WI,SAVELAND PARK POND,SAVELAND PARK POND,11500,104404,104404,568,8-Apr-08,Summer,Winter,2008,1,NATURAL,ENVIRONMENTAL CONDITION,SELECTIVE,KNOWN,WINTERKILL,DISSOLVED OXYGEN,Apr,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0
290,290,MILWAUKEE,WI,SCOUT LAKE,SCOUT LAKE_GENERAL LAKE STATION,6100,112950,10004052,623,9-Apr-08,Summer,Winter,2008,1,NATURAL,ENVIRONMENTAL CONDITION,SELECTIVE,KNOWN,WINTERKILL,DISSOLVED OXYGEN,Apr,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0
291,291,MILWAUKEE,WI,UNNAMED DITCH OR CANAL T7N-R22E-S29,BURNHAM CANAL (MILWAUKEE RIVER ESTUARY),3000042,128470,10010869,1960,14-Mar-11,Winter,Winter,2011,1.5,NATURAL,ENVIRONMENTAL CONDITION,SELECTIVE,KNOWN,WINTERKILL,THERMAL STRESS,Mar,UNKNOWN,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
292,292,MILWAUKEE,WI,UNNAMED LAKE OR POND T5N-R22E-S16,MILLER PARK POND - HIGH SCHOOL,380,104405,104405,81,31-Jan-06,Winter,Winter,2006,0.5,ANTHROPOGENIC,ENVIRONMENTAL CONDITION,SELECTIVE,SUSPECTED,WINTERKILL,DISSOLVED OXYGEN,Jan,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0
293,293,MILWAUKEE,WI,UNNAMED LAKE OR POND T6N-R21E-S30,SCHOETZ PARK POND_GENERAL LAKE STATION,390,22872001,10022902,618,4-Apr-08,Summer,Winter,2008,1,NATURAL,ENVIRONMENTAL CONDITION,SELECTIVE,KNOWN,WINTERKILL,DISSOLVED OXYGEN,Apr,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0
294,294,MILWAUKEE,WI,WASHINGTON PARK POND,WASHINGTON PARK LAGOON - WASHINGTON PARK LAGOON,14400,43453,10004020,628,8-Apr-08,Summer,Winter,2008,1,NATURAL,ENVIRONMENTAL CONDITION,SELECTIVE,KNOWN,WINTERKILL,DISSOLVED OXYGEN,Apr,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0
303,303,OCONTO,WI,FINNEGAN LAKE,FINNEGAN LAKE_GENERAL LAKE STATION,420600,110138,10004180,1309,26-Feb-09,Winter,Winter,2009,18,NATURAL,ENVIRONMENTAL CONDITION,SELECTIVE,KNOWN,WINTERKILL,DISSOLVED OXYGEN,Feb,Massive,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0
305,305,OCONTO,WI,LAKE MICHIGAN,GREEN BAY,20,104410,104410,1329,6-Apr-09,Summer,Winter,2009,1,NATURAL,ENVIRONMENTAL CONDITION,SELECTIVE,SUSPECTED,WINTERKILL,COMPOUND ENVIRONMENTAL STRESS,Apr,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0
311,311,OCONTO,WI,PICKEREL LAKE,PICKEREL LAKE_GENERAL LAKE STATION,457300,112461,10001362,3251,8-Apr-13,Summer,Winter,2013,100,NATURAL,ENVIRONMENTAL CONDITION,SELECTIVE,KNOWN,WINTERKILL,DISSOLVED OXYGEN,Apr,UNKNOWN,,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
313,313,OCONTO,WI,UNNAMED SINGLE-LINE STREAM T29N-R22E-S24,UNNAMED TRIB TO LAKE MICHIGAN IN OCONTO PARK,497900,44763579,10033582,1999,20-Apr-11,Summer,Winter,2011,0.01,NATURAL,ENVIRONMENTAL CONDITION,SELECTIVE,KNOWN,WINTERKILL,DISSOLVED OXYGEN,Apr,Excludable,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1
319,319,ONEIDA,WI,BIG LAKE,BIG LAKE_GENERAL LAKE STATION,1613000,122081,10004263,1131,25-Apr-08,Summer,Winter,2008,0.01,UNKNOWN,UNKNOWN,SELECTIVE,UNKNOWN,WINTERKILL,UNKNOWN,Apr,Few,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
322,322,ONEIDA,WI,BUCKSKIN LAKE,BUCKSKIN LAKE_GENERAL LAKE STATION,2272600,109348,10004269,1130,26-Apr-08,Summer,Winter,2008,634,NATURAL,ENVIRONMENTAL CONDITION,TOTAL,SUSPECTED,WINTERKILL,DISSOLVED OXYGEN,Apr,Large Number,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
325,325,ONEIDA,WI,CLEAR LAKE,CLEAR LAKE_GENERAL LAKE STATION,977200,109580,10004640,3256,8-Apr-13,Summer,Winter,2013,14,NATURAL,ENVIRONMENTAL CONDITION,SELECTIVE,SUSPECTED,WINTERKILL,DISSOLVED OXYGEN,Apr,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0
326,326,ONEIDA,WI,FAUST LAKE,FAUST LAKE_GENERAL LAKE STATION,984100,110104,10004664,1129,6-May-08,Summer,Winter,2008,23,NATURAL,ENVIRONMENTAL CONDITION,SELECTIVE,SUSPECTED,WINTERKILL,DISSOLVED OXYGEN,May,Large Number,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0
332,332,ONEIDA,WI,HORSEHEAD LAKE,HORSEHEAD LAKE_GENERAL LAKE STATION,1588000,122454,10004558,661,14-Apr-08,Summer,Winter,2008,367,NATURAL,ENVIRONMENTAL CONDITION,SELECTIVE,SUSPECTED,WINTERKILL,DISSOLVED OXYGEN,Apr,Large Number,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
338,338,ONEIDA,WI,LITTLE BEARSKIN LAKE,LITTLE BEARSKIN LAKE_GENERAL LAKE STATION,1523500,122614,10004455,354,31-May-07,Summer,Winter,2007,NA,NOT INVESTIGATED,UNKNOWN,SELECTIVE,UNKNOWN,WINTERKILL,UNKNOWN,May,Excludable,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
342,342,ONEIDA,WI,MAUD LAKE,MAUD LAKE_GENERAL LAKE STATION,1003300,111712,10004292,1127,24-Apr-08,Summer,Winter,2008,1,NATURAL,ENVIRONMENTAL CONDITION,SELECTIVE,SUSPECTED,WINTERKILL,DISSOLVED OXYGEN,Apr,Fair Number,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
343,343,ONEIDA,WI,MCNAUGHTON LAKE,MCNAUGHTON LAKE_GENERAL LAKE STATION,1587600,111767,10004557,630,18-Feb-08,Winter,Winter,2008,115,NATURAL,ENVIRONMENTAL CONDITION,SELECTIVE,SUSPECTED,WINTERKILL,DISSOLVED OXYGEN,Feb,Large Number,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
345,345,ONEIDA,WI,MID LAKE,MID LAKE_GENERAL LAKE STATION,1542600,122736,10001446,1492,20-Apr-09,Summer,Winter,2009,223,NATURAL,ENVIRONMENTAL CONDITION,SELECTIVE,SUSPECTED,WINTERKILL,DISSOLVED OXYGEN,Apr,Fair Number,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0
